Committers

mkersten,
relves,
spingel,
hbershadska,
dgreen

Third Party Software

name including version, IPzilla #, directory location or jar file, license name and version, usage

2008-11-02, tasks,		253053, Hiroyuki Inaba,		<100,		spingel,	externalize strings in org.eclipse.mylyn.bugzilla-feature
2008-11-02, tasks,		253053, Hiroyuki Inaba,		<20,		spingel,	externalize strings in org.eclipse.mylyn.bugzilla.ide
2008-11-02, tasks,		253117, Hiroyuki Inaba,		<50,		spingel,	externalize strings in org.eclipse.mylyn.compatibility
2008-11-02, tasks,		253125, Hiroyuki Inaba,		<50,		spingel,	externalize strings in org.eclipse.mylyn.help.ui
2008-11-02, tasks,		253128, Hiroyuki Inaba,		<100,		spingel,	externalize strings in org.eclipse.mylyn.extras-sdk-feature
2008-11-02, tasks,		253123, Hiroyuki Inaba,		<100,		spingel,	externalize strings in org.eclipse.mylyn.pde-feature
2008-11-02, tasks,		253120, Hiroyuki Inaba,		<100,		spingel,	externalize strings in org.eclipse.mylyn.ide-feature
2008-11-02, tasks,		253120, Hiroyuki Inaba,		<100,		spingel,	externalize strings in org.eclipse.mylyn.ide.ant
2008-11-02, tasks,		253120, Hiroyuki Inaba,		<50,		spingel,	externalize strings in org.eclipse.mylyn.ide.ui
2008-11-02, tasks,		253124, Hiroyuki Inaba,		<150,		spingel,	externalize strings in org.eclipse.mylyn.resources.ui
2008-11-02, tasks,		253126, Hiroyuki Inaba,		<100,		spingel,	externalize strings in org.eclipse.mylyn.team-feature
2008-11-02, tasks,		253126, Hiroyuki Inaba,		<50,		spingel,	externalize strings in org.eclipse.mylyn.team.cvs
2008-11-02, tasks,		253123, Hiroyuki Inaba,		<150,		spingel,	externalize strings in org.eclipse.mylyn.pde.ui
2008-11-02, tasks,		253121, Hiroyuki Inaba,		<100,		spingel,	externalize strings in org.eclipse.mylyn.java.tasks
2008-11-02, tasks,		253118, Hiroyuki Inaba,		<100,		spingel,	externalize strings in org.eclipse.mylyn.context-feature
2008-11-02, tasks,		253118, Hiroyuki Inaba,		<150,		spingel,	externalize strings in org.eclipse.mylyn.context.core
2008-11-02, tasks,		253121, Hiroyuki Inaba,		<100,		spingel,	externalize strings in org.eclipse.mylyn.java-feature
2008-11-02, tasks,		253122, Hiroyuki Inaba,		<100,		spingel,	externalize strings in org.eclipse.mylyn.monitor-feature
2008-11-02, tasks,		253122, Hiroyuki Inaba,		<250,		spingel,	externalize strings in org.eclipse.mylyn.monitor.core
2008-11-02, tasks,		253122, Hiroyuki Inaba,		<100,		spingel,	externalize strings in org.eclipse.mylyn.monitor.ui
2008-11-03, bugzila,	226851,	Frank Becker,		<250,		relves,		support custom attributes in bugzilla connector
2008-11-04, tasks,		253830,	Shawn Minto,		<10, 		spingel, 	draw borders for text attribute editors
2008-11-08, tasks,		252699, Maarten Meijer,		<20,		spingel,	url property test for task attachments
2008-11-08, tasks,		253116, Hiroyuki Inaba,		<150,		spingel,	externalize strings in org.eclipse.mylyn.commons.core
2008-11-09, bugzilla,	252297, Frank Becker,		<150,		relves,		status change support for Bugzilla 3.2
2008-11-09, bugzilla,	239435, Frank Becker,		<100,		relves,		support for very large repository configurations
2008-11-10, bugzilla,	254695, Frank Becker,		<250,		relves,		unit test coverage for bugzilla 3.2 status changing
2008-11-10, bugzilla,	254697, Frank Becker,		<200,		relves,		unit test coverage for bugzilla custom attributes
2008-11-10, jira,		253129, Hiroyuki Inaba,		<100,		spingel,	externalize strings in org.eclipse.mylyn.jira-feature
2008-11-10, trac,		253130, Hiroyuki Inaba,		<100,		spingel,	externalize strings in org.eclipse.mylyn.trac-feature
2008-11-11, xplanner,	254822, Hiroyuki Inaba,		<100,		spingel,	externalize strings in org.eclipse.mylyn.xplanner-feature
2008-11-11, wikitext,	254868, Hiroyuki Inaba,		<100,		spingel,	externalize strings in org.eclipse.mylyn.wikitext-feature
2008-11-11, trac,		254862, Jorrit Schippers,	<10,		spingel,	fix url encoding when attachment filenames have spaces
2008-11-11, sandbox,	254866, Hiroyuki Inaba,		<100,		spingel,	externalize strings in org.eclipse.mylyn.sandbox.ui-feature
2008-11-11, sandbox,	254867, Hiroyuki Inaba,		<100,		spingel,	externalize strings in org.eclipse.mylyn.web.tasks-feature
2008-11-11, sandbox,	254949, Hiroyuki Inaba,		<100,		spingel,	externalize strings in org.eclipse.mylyn.experimental-sdk-feature
2008-11-12, bugzilla,	247220, Frank Becker,		<50,		relves,		removed version check config retrieval during validation
2008-11-13,	bugzilla,	255283,	David Shepherd,		<10,		spingel,	add context menu to task editor header
2008-11-18, sandbox,	244371, Jingwen Ou,			<250,		spingel,	tests for comment grouping
2008-11-28, jira,		256591, Shawn Minto,		<10,		spingel,	do not submit Greenhopper custom fields 
2008-12-01, tasks,		256226, Hiroyuki Inaba,		<200,		spingel,	fix character escaping in features licenses 
2008-12-01, bugzilla,	256045, Frank Becker,		<50,		relves,		reassign to default and editable assignee for bugzilla 3.2
2008-12-01, bugzilla,	242480, Frank Becker,		<50,		relves,		update bugzilla unit tests
2008-12-02, tasks,		249280, Leo Dos Santos,		<20,		spingel,	additional key-bindings for creating tasks on Mac 
2008-12-02, tasks,		253116, Hiroyuki Inaba,		<300,		spingel,	externalize strings in org.eclipse.mylyn.commons.net (CQ 2820)
2008-12-02, tasks,		253116, Hiroyuki Inaba,		<300,		spingel,	externalize strings in org.eclipse.mylyn.commons.ui (CQ 2820)
2008-12-02, tasks,		253118, Hiroyuki Inaba,		<1000,		spingel,	externalize strings in org.eclipse.mylyn.context.ui (CQ 2820)
2008-12-02, tasks,		253121, Hiroyuki Inaba,		<400,		spingel,	externalize strings in org.eclipse.mylyn.java.ui (CQ 2820)
2008-12-02, tasks,		253126, Hiroyuki Inaba,		<400,		spingel,	externalize strings in org.eclipse.mylyn.team.ui (CQ 2820)
2008-12-02, tasks,		253130, Hiroyuki Inaba,		<600,		spingel,	externalize strings in org.eclipse.mylyn.trac.core (CQ 2820)
2008-12-02, tasks,		253130, Hiroyuki Inaba,		<400,		spingel,	externalize strings in org.eclipse.mylyn.trac.ui (CQ 2820)
2008-12-02, tasks,		253129, Hiroyuki Inaba,		<2000,		spingel,	externalize strings in org.eclipse.mylyn.jira.core (CQ 2820)
2008-12-02, tasks,		253129, Hiroyuki Inaba,		<400,		spingel,	externalize strings in org.eclipse.mylyn.jira.ui (CQ 2820)
2008-12-03, tasks,		253125, Hiroyuki Inaba,		<400,		spingel,	externalize strings in org.eclipse.mylyn.tasks.bugs (CQ 2820)
2008-12-03, tasks,		253125, Hiroyuki Inaba,		<1000,		spingel,	externalize strings in org.eclipse.mylyn.tasks.core (CQ 2820)
2008-12-03, tasks,		253125, Hiroyuki Inaba,		<7000,		spingel,	externalize strings in org.eclipse.mylyn.tasks.ui (CQ 2820)
2008-12-05, tasks,		257740,	Shawn Minto,		<20, 		spingel, 	make updating of repository configuration optional
2008-12-06, tasks,		252672,	Shawn Minto,		<10, 		spingel, 	make updating of repository configuration optional
2008-12-06, tasks,		257386, Hiroyuki Inaba,		<50,		spingel,	apply dialog font to dialogs and wizard pages
2008-12-08, tasks,		253125, Hiroyuki Inaba,		<150,		spingel,	externalize strings in org.eclipse.mylyn.tasks.ui
2008-12-10, tasks,		254822, Hiroyuki Inaba,		<10,		spingel,	externalize strings in xplanner manifest files
2008-12-10, tasks,		253125, Hiroyuki Inaba,		<10,		spingel,	externalize strings in org.eclipse.mylyn.tasks.ui
2008-12-12, bugzilla,	186265, Frank Becker,		<2000,		relves,		support for bugzilla flag manipulation (CQ 2866)
2008-12-12, bugzilla,	152065, Frank Becker,		<500,		relves,		support for attachment deprecation (CQ 2867)
2008-12-15, bugzilla,	253053, Hiroyuki Inaba,		<100,		relves,		externalize strings in org.eclipse.mylyn.bugzilla-feature (CQ 2820)
2008-12-15, bugzilla,	253053, Hiroyuki Inaba,		<2000,		relves,		externalize strings in org.eclipse.mylyn.bugzilla.core (CQ 2820)
2008-12-15, bugzilla,	253053, Hiroyuki Inaba,		<50,		relves,		externalize strings in org.eclipse.mylyn.bugzilla.ide (CQ 2820)
2008-12-15, bugzilla,	253053, Hiroyuki Inaba,		<2000,		relves,		externalize strings in org.eclipse.mylyn.bugzilla.ui (CQ 2820)
2008-12-16, bugzilla,	253053, Hiroyuki Inaba,		<100,		relves,		externalize strings in org.eclipse.mylyn.bugzilla.ui
2008-12-17, bugzilla,	259047, Frank Becker,		<50,		relves,		fix for NPE in content handler
2008-12-17, bugzilla,	259197, David Shepherd,		<50,		relves,		parse work_time fieled on comments
2008-12-18, bugzilla,	233621, Frank Becker,		<100,		relves,		autoselect product in product selection dialog
2008-12-18, bugzilla,	258717, Frank Becker,		<100,		relves,		attachment obsolete label toggle

------------------------- 3.0.2 -------------------------
2008-07-21, sandbox,	240423, Jingwen Ou,			<250,		spingel,	resource hyperlink extension point  
2008-07-21, tasks,		203670, Jingwen Ou,			<200,		spingel,	improve sizing of new comment and description area  
2008-07-23, sandbox,	240441, Jingwen Ou,			<250,		spingel,	hyperlink detection for references to Java resources
2008-07-31, sandbox,	134165, Jingwen Ou,			<250,		spingel,	provide find functionality for task editor
2008-07-31, sandbox,	241750, David Green,		<20000,		spingel,	initial wikitext contribution (CQ 2391)
2008-08-02, sandbox,	241167, Jingwen Ou,			<200,		spingel,	use stacked layout for wikitext editing
2008-08-02, wikitext,	242812, David Green,		<100,		spingel,	add builder for creating wikitext documentation
2008-08-02, sandbox,	242811, David Green,		<50,		spingel,	build integration for wikitext
2008-08-02, sandbox,	242944, David Green,		<10,		spingel,	fix for wikitext context assist
2008-08-03, team,		242310, Shawn Minto,		<20,		spingel,	fix for task key commit template
2008-08-05, bugzilla,	242480, Frank Becker,		<100,		relves,		port bugzilla test cases to 3.0
2008-08-05, wikitext,	242812, David Green,		<10,		spingel,	improve builder for creating wikitext documentation
2008-08-05, wikitext,	242977, David Green,		<10,		spingel,	enable spell checking for wikitext editor
2008-08-05, xplanner,	240445, Helen Bershadskaya,	<150,		spingel,	do not share date formatters between threads
2008-08-05, sandbox,	239087, Jingwen Ou,			<250,		spingel,	java and resource hyperlink extensions
2008-08-07, bugzilla,	242480, Frank Becker,		<100,		relves,		port bugzilla test cases to 3.0
2008-08-08, tasks,		241123, Shawn Minto,		<50,		relves,		fix sub task visibility when completed tasks filter enabled
2008-08-11, tasks,		233999, Shawn Minto,		<50,		relves,		fix missing subtasks in incoming presentation
2008-08-11, tasks,		220617, Shawn Minto,		<50,		spingel,	delete task data when task is deleted
2008-08-12, sandbox,	219939, Jingwen Ou,			<150,		spingel,	contribute menu item for showing comment source
2008-08-12, wikitext,	241750, David Green,		<500,		spingel,	wikitext bugfixes (CQ 2535)
2008-08-12, wikitext,	242976, David Green,		<100,		spingel,	compatibility fixes for Eclipse 3.3
2008-08-12, wikitext,	243194, David Green,		<10,		spingel,	show annotations in wikitext task editor extension
2008-08-12, wikitext,	243193, David Green,		<50,		spingel,	fix id of validation marker 
2008-08-12, wikitext,	243256, David Green,		<200,		spingel,	add configuration API for internal links  
2008-08-12, wikitext,	243255, David Green,		<150,		spingel,	fix whitespace handling for internal links
2008-08-12, wikitext,	242939, David Green,		<100,		spingel,	detect comments generated by bugzilla 
2008-08-12, wikitext,	240743, David Green,		<50,		spingel,	fix detection of textile acronyms 
2008-08-12, tasks,		243925, David Shepherd,		<20,		spingel,	add content assist for combo boxes 
2008-08-12, wikitext,	242939, David Green,		<20,		spingel,	fix for detecing bugzilla generated comments 
2008-08-12, tasks,		242979, David Green,		<250,		spingel,	generate Eclipse help from media wiki 
2008-08-12, sandbox,	219939, Jingwen Ou,			<20,		spingel,	use fixed font for rendering of source view 
2008-08-12, wikitext,	243954, David Green,		<20,		spingel,	update version dependencies 
2008-08-12, wikitext,	242981, David Green,		<50,		spingel,	move wikitext help under Mylyn node 
2008-08-12, wikitext,	243968, David Green,		<200,		spingel,	generate wikitext documentation as part of PDE build 
2008-08-13, tasks,		242979, David Green,		<250,		spingel,	generate user guide as part of PDE build
2008-08-13, tasks,		243954, David Green,		<20,		spingel,	remove reexports in manifest files
2008-08-13, bugzilla,	242480, Frank Becker,		<100,		relves,		port bugzilla test cases to 3.0
2008-08-13, tasks,		244110, David Green,		<10,		spingel,	fix regular expression for image downloading
2008-08-14, sandbox,	237678, Jingwen Ou,			<50,		spingel,	contribute menu to configure url for wiki linking
2008-08-14, sandbox,	237678, David Green,		<50,		spingel,	contribute menu to configure url for wiki linking
2008-08-14, wikitext,	244215, David Green,		<10,		spingel,	fix link in wikitext documentation
2008-08-14, wikitext,	244245, David Green,		<50,		spingel,	register markup file extensions with team
2008-08-14, wikitext,	244266, David Green,		<10,		spingel,	fix rendering of mediawiki cheatsheet
2008-08-14, wikitext,	244267, David Green,		<100,		spingel,	respect web browser setting when opening urls
2008-08-14, wikitext,	244242, David Green,		<50,		spingel,	honor editor setting when converting to docbook
2008-08-14, wikitext,	244271, David Green,		<50,		spingel,	fix whitespace in confluence hyperlink detection
2008-08-14, wikitext,	244240, David Green,		<50,		spingel,	fix handling of pipes within tables in confluence markup
2008-08-15, trac,		244017, David Green,		<50,		spingel,	fix for hyperlink matching
2008-08-15, trac,		244017, David Green,		<50,		spingel,	follow-up fix with test cases for hyperlink matching
2008-08-15, wikitext,	244272, David Green,		<50,		spingel,	clean up compiler warnings
2008-08-15, sandbox,	237831, Jingwen Ou,			<150,		spingel,	drag and drop support for resource hyperlinks
2008-08-17, sandbox,	244359, Jingwen Ou,			<150,		spingel,	strategy for grouping comments
2008-08-17, sandbox,	238038, Jingwen Ou,			<250,		spingel,	organize comments in subsections
2008-08-18, sandbox,	244457, Jingwen Ou,			<10,		spingel,	fix grouping of comments for anonymous access 
2008-08-18, tasks,		237248, Frank Becker,		<10,		spingel,	set mnemonic for creating tasks
2008-08-20, sandbox,	244687, Maarten Meijer,		<100,		spingel,	contribute menu item to task list for opening properties view
2008-08-20, sandbox,	244353, Jingwen Ou,			<150,		spingel,	prompt user when multiple classes match 
2008-08-20, sandbox,	244352, David Green,		<50,		spingel,	case sensitive class name matching
2008-08-20, sandbox,	244380, Jingwen Ou,			<10,		spingel,	trigger search after clicking hyperlink 
2008-09-03, tasks,		245269, Shawn Minto,		<50,		relves,		local task editor missing new subtask buttton
2008-09-03, tasks,		243975, Shawn Minto,		<50,		relves,		deletion of tasks causing npe
2008-09-03, tasks,		223086, Shawn Minto,		<50,		relves,		simple deletion of unsubmitted and unmatched categories
2008-09-04,	context,	232626, Andrew Eisenberg,	<100,		mkersten,	content type shadowing
2008-09-04, tasks,		245445, Shawn Minto,		<50,		mkersten,	nested log entries
2008-09-09, bugzilla,	197539, Frank Becker,		<50,		relves,		wrapping comments in bugzilla 2.18
2008-09-09, sandbox,	245823, Maarten Meijer,		<50,		spingel,	show extended attributes in properties view
2008-09-10, xplanner,	245343, Helen Bershadskaya,	<250,		spingel,	fix exception in time tracking when using non english locale
2008-09-11, wikitext,	247061, David Green,		<10,		spingel,	add wikitext to docbook example to user guide
2008-09-12, tasks,		247077, Peter Stibrany,		<10,		spingel,	fix name of command parameter
2008-09-12, wikitext,	245186, David Green,		<100,		spingel,	fix running unit tests from Eclipse
2008-09-12, wikitext,	239875, David Green,		<50,		spingel,	rename attribute to connectorKind
2008-09-12, wikitext,	245476, David Green,		<100,		spingel,	disable HTML tag extension for Bugzilla dialect
2008-09-12, wikitext,	245608, David Green,		<10,		spingel,	reset parser state when block is closed
2008-09-12, wikitext,	245607, David Green,		<100,		spingel,	support omission of headings from toc
2008-09-12, wikitext,	245757, David Green,		<150,		spingel,	paint horizontal lines
2008-09-12, wikitext,	245759, David Green,		<200,		spingel,	make markup viewer work in standalone applications

------------------------- 3.0.1 -------------------------
2008-06-25, xplanner,	237208, Helen Bershadskaya,	<250,		spingel,	follow up fixes for XPlanner port
2008-06-26, sandbox,	213131, Jingwen Ou,			<150,		spingel,	add preview icon to header of new comment section 
2008-06-27, sandbox,	237500, Jingwen Ou,			<150,		spingel,	contribute menu to configure text editor extension  
2008-06-30, tasks,		226220, Shawn Minto,		<50,		spingel,	test cases for web browser flag
2008-07-04, sandbox,	237500, Jingwen Ou,			<50,		spingel,	enable configuration contribution for bugzilla only  
2008-07-07, tasks,		238016, Terry Hon,			<50,		spingel,	fix for attaching of images from the clipboard
2008-07-10, xplanner,	237208, Helen Bershadskaya,	<10,		spingel,	additional follow up fixes for XPlanner port

------------------------- 3.0 -------------------------
2008-03-02, tasks,		221056, Frank Becker,		<50,		spingel,	do not use deprecated api for control decorations
2008-03-02, tasks,		221069, Remy Chi Jian Suen, <20,		spingel,	change notification popup close icon on mouse hover
2008-03-04, xplanner,	221038, Helen Bershadskaya,	<20,		spingel,	fix null pointer exception on restart
2008-03-04, xplanner,	219868, Helen Bershadskaya,	<250,		spingel,	fix for single clicking in task repositories view triggering dialog 
2008-03-06, tasks,		152232, Frank Becker,		<250,		spingel,	support content assists for task ids in task editor
2008-03-08, tasks,		221721, Frank Becker,		<200,		spingel,	make attachment size formatter locale aware
2008-03-08, tasks,		152232, Frank Becker,		<50,		spingel,	enhanced content assist for tasks
2008-03-27, sandbox,	223066, Maarten Meijer,		<20,		spingel,	show query url in property page
2008-03-27, tasks,		187127, Frank Becker,		<250,		spingel,	support content assist to work after a comma in the cc list
2008-03-28, bugzilla,	171592, Frank Becker,		<250,		relves,		refactor bugzilla query attributes to no longer use pref store
2008-03-28, tasks,		187127, Frank Becker,		<10,		spingel,	fix test case for person content assists
2008-04-01, tasks,		221628, Frank Becker,		<20,		relves,		improve working set unit test
2008-04-01, tasks,		218630, Frank Becker,		<20,		relves,		use task's name when exported
2008-04-01, tasks,		116487, Jingwen Ou,			<250,		spingel,	performance test cases for the task list 
2008-04-02, jira,		223151, Mark Kralj-Taylor,	<20,		spingel,	show issue dependencies in task list 
2008-04-03, tasks,		225413, Terry Hon,			<250,		spingel,	support hyperlink detection for multiple repositories 
2008-04-06, bugzilla,	192452, Frank Becker,		<50,		spingel,	support content assist in bugzilla search dialog
2008-04-07, bugzilla,	192452, Frank Becker,		<20,		spingel,	test case for content assist
2008-04-08, tasks,		220080,	Willian Mitsuda,	<100,		mkersten,	category selection
2008-04-08, tasks,		204279, Shawn Minto,		<250,		spingel,	ported local sub task support to cvs head
2008-04-08, bugzilla,	175922, Frank Becker,		<250,		relves,		add custom attribute support for bugzilla
2008-04-08, tasks,		218630, Frank Becker,		<10,		relves,		task export file name updated
2008-04-08, tasks,		168878, Shawn Minto,		<100,		spingel,	guard against cyclic dependencies in task list model
2008-04-08, tasks,		225172, Shawn Minto,		<100,		mkersten,	find for search view
2008-04-08, tasks,		225765, Shawn Minto,		<50,		spingel,	add key-binding for creating sub tasks
2008-04-12, tasks,		195456, Shawn Minto,		<200,		spingel,	add query capability to connenctor ui
2008-04-13, bugzilla,	175922, Frank Becker,		<50,		relves,		rearrangement of custom attributes
2008-04-14, tasks,		213901, Shawn Minto,		<50,		spingel,	sort history in task selection dialog
2008-04-14, xplanner,	226412, Helen Bershadskaya,	<50,		spingel,	do not log authentication errors 
2008-04-17, tasks,		216688,	Frank Becker,		<50,		mkersten,	notification dialog restore
2008-04-19, bugzilla,	226795,	Frank Becker,		<10,		relves,		notification dialog restore
2008-04-21, xplanner,	221045, Helen Bershadskaya,	<20,		spingel,	decouple xplanner ui from apache axis 
2008-04-21, xplanner,	221046, Helen Bershadskaya,	<20,		spingel,	make xplanner tests run with non english locales 
2008-04-22, bugzilla,	227841, Frank Becker,		<10,		relves,		code cleanup
2008-04-24, xplanner,	227053, Helen Bershadskaya,	<250,		spingel,	cleanup compiler warnings 
2008-04-28, tasks,		225538, Frank Becker,		<250,		spingel,	grouping by task completion state in search view
2008-04-30, tasks,		229657, Shawn Minto,		<50,		spingel,	accept null url when opening tasks
2008-05-01, tasks,		225538, Frank Becker,		<50,		spingel,	filter completed tasks in search view
2008-05-04, commons,	230055,	Scott Lewis,		<50,		mkersten,	javadoc tags	
2008-05-08, tasks,		219540, Frank Becker,		<250,		relves,		second level sorting in task list with dialog
2008-05-12, bugzilla,	169625, Frank Becker,		<100,		relves,		selection preserved after attribute update
2008-05-12, bugzilla,	186265, Frank Becker,		<100,		relves,		core support for bugzilla flags 
2008-05-14, tasks,		221017, Leo Dos Santos,		<10,		mkersten,	mac scroll bar fix
2008-05-18, commons,	219171, Willian Mitsuda,	<10,		mkersten,	screen shot multi-monitor fix
2008-05-18, commons,	230011, Willian Mitsuda,	<10,		mkersten,	screen shot npe fix
2008-05-20, tasks,		231033, Willian Mitsuda,	<10,		spingel,	fix key-bindings on Mac OS X
2008-05-20,	commons,	209846,	Shawn Minto,		<250,		mkersten,	delayed refresh for focused viewers
2008-05-20, tasks,		232441,	Frank Becker,		<10,		mkersten,	sorting fix
2008-05-25, bugzilla,	233515, Frank Becker,		<10,		relves,		incompatible repository configuration logging 
2008-05-25, tasks,		194124, Frank Becker,		<10,		relves,		copy multiple details to clipboard
2008-06-04, tasks,		234957, Shawn Minto,		<10,		spingel,	add deletion events to task list
2008-06-05, tasks,		136298, Frank Becker,		<250,		mkersten,	task creation from marker 
2008-06-06, sandbox,	234212,	David Green,		<250,		spingel,	provide task editor extension point
2008-06-09, tasks,		229014, Frank Becker,		<20,		spingel,	fix for url hyperlink detection 
2008-06-09, bugzilla,	176212, Frank Becker,		<10,		spingel,	fix for url Bugzilla task hyperlink detection 
2008-06-09, tasks,		136298, Frank Becker,		<10,		spingel,	show error when no marker is selected 
2008-06-11, xplanner,	236691, Helen Bershadskaya,	<10,		spingel,	port XPlanner core 
2008-06-11, xplanner,	236732, Helen Bershadskaya,	<250,		spingel,	migration of XPlanner task list data
2008-06-11, xplanner,	236733, Helen Bershadskaya,	<250,		spingel,	migration of XPlanner offline data
2008-06-11, xplanner,	236690, Helen Bershadskaya,	<250,		spingel,	port of XPlanner connector core and ui
2008-06-11, xplanner,	236782, Helen Bershadskaya,	<250,		spingel,	port of XPlanner task editor
2008-06-11, xplanner,	236727, Helen Bershadskaya,	<250,		spingel,	port of the XPlanner query wizard and task creation wizard 
2008-06-11, xplanner,	236692, Helen Bershadskaya,	<250,		spingel,	port of XPlanner tests
2008-06-12, help,		235243, Leo Dos Santos,		<250,		mkersten,	legend dialog extracted to superclass
2008-06-12, bugzilla,	233515, Frank Becker,		<10,		spingel,	fix for error message
2008-06-12, tasks,		236694, Helen Bershadskaya,	<20,		spingel,	documentation for API methods
2008-06-12, sandbox,	235222, Jingwen Ou,			<250,		spingel,	extension for bugzilla task editor 
2008-06-12, sandbox,	235222,	David Green,		<20,		spingel,	fixes for task editor extension point

------------------------ 2.3.1 ------------------------
2008-03-10, tasks,		204279, Shawn Minto,		<250,		spingel,	fixes for local sub task support
2008-03-12, tasks,		204279, Shawn Minto,		<10,		spingel,	follow-up fix for local sub task support

------------------------- 2.3 -------------------------
